Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	Gene name	HGNC symbol
ENSG00000241462	ENSG00000241462.1		AC100832.1	
ENSG00000275680	ENSG00000275680.1		Metazoa_SRP	
ENSG00000263938	ENSG00000263938.1		AC100832.2	
ENSG00000108395	ENSG00000108395.14	4591	TRIM37	TRIM37
ENSG00000263558	ENSG00000263558.2		RN7SL716P	RN7SL716P
ENSG00000224738	ENSG00000224738.1		AC099850.1	
ENSG00000182628	ENSG00000182628.13	348235	SKA2	SKA2
ENSG00000252212	ENSG00000252212.1		RNU2-58P	RNU2-58P
ENSG00000211514	ENSG00000211514.1	768216	MIR454	MIR454
ENSG00000207996	ENSG00000207996.1	407027	MIR301A	MIR301A
ENSG00000068489	ENSG00000068489.13	55771	PRR11	PRR11
ENSG00000266537	ENSG00000266537.1		SPDYE22P	SPDYE22P
ENSG00000265303	ENSG00000265303.1		AC099850.2	
ENSG00000265415	ENSG00000265415.1		AC099850.3	
ENSG00000167447	ENSG00000167447.12	55181	SMG8	SMG8
ENSG00000153982	ENSG00000153982.11	284161	GDPD1	GDPD1
ENSG00000207235	ENSG00000207235.1		Y_RNA	
ENSG00000271063	ENSG00000271063.1		SNRPGP17	SNRPGP17
ENSG00000175155	ENSG00000175155.10	388403	YPEL2	YPEL2
ENSG00000278863	ENSG00000278863.1		AC091059.2	
ENSG00000263857	ENSG00000263857.1	100616204	MIR4729	MIR4729
ENSG00000266002	ENSG00000266002.1		AC091059.1	
ENSG00000265313	ENSG00000265313.7		LINC01476	LINC01476
ENSG00000200889	ENSG00000200889.1		RNU4-13P	RNU4-13P
ENSG00000108406	ENSG00000108406.10	79665	DHX40	DHX40
ENSG00000273702	ENSG00000273702.1		AC091271.1	
ENSG00000141367	ENSG00000141367.12	1213	CLTC	CLTC
ENSG00000141378	ENSG00000141378.15	51651	PTRH2	PTRH2
ENSG00000062716	ENSG00000062716.13	81671	VMP1	VMP1
ENSG00000267637	ENSG00000267637.1		AC040904.1	
ENSG00000284190	ENSG00000284190.1	406991	MIR21	MIR21
ENSG00000201524	ENSG00000201524.1		RNU6-450P	RNU6-450P
ENSG00000108423	ENSG00000108423.15	51174	TUBD1	TUBD1
ENSG00000270264	ENSG00000270264.1		NDUFB8P2	NDUFB8P2
ENSG00000108443	ENSG00000108443.14	6198	RPS6KB1	RPS6KB1
ENSG00000241913	ENSG00000241913.1		RPS29P21	RPS29P21
ENSG00000267318	ENSG00000267318.1		AC005702.1	
ENSG00000189050	ENSG00000189050.16	51136	RNFT1	RNFT1
ENSG00000267104	ENSG00000267104.2	653645	TBC1D3P1-DHX40P1	TBC1D3P1-DHX40P1
ENSG00000267302	ENSG00000267302.5	101927755	RNFT1-DT	RNFT1-DT
ENSG00000266992	ENSG00000266992.1		DHX40P1	DHX40P1
ENSG00000238283	ENSG00000238283.3		TBC1D3P1	TBC1D3P1
ENSG00000287664	ENSG00000287664.1	102723851	AC005702.5	
ENSG00000275860	ENSG00000275860.1		AC005702.4	
ENSG00000274378	ENSG00000274378.1		AC005702.3	
ENSG00000068097	ENSG00000068097.15	63897	HEATR6	HEATR6
ENSG00000264049	ENSG00000264049.1	100616210	MIR4737	MIR4737
ENSG00000267526	ENSG00000267526.1		AC005702.2	
ENSG00000267416	ENSG00000267416.1	105371849	AC025048.4	
ENSG00000261040	ENSG00000261040.7		WFDC21P	WFDC21P
ENSG00000280852	ENSG00000280852.2	653653	AC025048.6	
ENSG00000267295	ENSG00000267295.1		AC025048.3	
ENSG00000267248	ENSG00000267248.3		AC025048.2	
ENSG00000277532	ENSG00000277532.1		AC025048.5	
ENSG00000286435	ENSG00000286435.1		AC025048.7	
ENSG00000267095	ENSG00000267095.1		AC025048.1	
ENSG00000167434	ENSG00000167434.10	762	CA4	CA4
ENSG00000170832	ENSG00000170832.13	84669	USP32	USP32
ENSG00000252577	ENSG00000252577.1	677681	SCARNA20	SCARNA20
ENSG00000241157	ENSG00000241157.1		AC104763.1	
ENSG00000275562	ENSG00000275562.1		AC104763.2	
ENSG00000271626	ENSG00000271626.1		H3P42	H3P42
ENSG00000141371	ENSG00000141371.13	124773	C17orf64	C17orf64
ENSG00000213228	ENSG00000213228.5		RPL12P38	RPL12P38
ENSG00000062725	ENSG00000062725.10	10513	APPBP2	APPBP2
ENSG00000270553	ENSG00000270553.1		AC011921.3	
ENSG00000259349	ENSG00000259349.2		AC011921.1	
ENSG00000267678	ENSG00000267678.1		AC011921.2	
ENSG00000267772	ENSG00000267772.1	388406	LINC01999	LINC01999
ENSG00000266943	ENSG00000266943.1		RPSAP66	RPSAP66
ENSG00000170836	ENSG00000170836.12	8493	PPM1D	PPM1D
ENSG00000200013	ENSG00000200013.1		RNU6-623P	RNU6-623P
ENSG00000141376	ENSG00000141376.22	54828	BCAS3	BCAS3
ENSG00000239932	ENSG00000239932.3		RN7SL606P	RN7SL606P
ENSG00000224011	ENSG00000224011.1		AC110602.1	
ENSG00000252534	ENSG00000252534.1		Y_RNA	
ENSG00000267083	ENSG00000267083.1		KRT18P61	KRT18P61
ENSG00000254114	ENSG00000254114.1		HMGN1P28	HMGN1P28
ENSG00000264322	ENSG00000264322.2		RN7SL448P	RN7SL448P
ENSG00000267207	ENSG00000267207.1		AC005884.1	
ENSG00000267449	ENSG00000267449.1		AC005884.2	
ENSG00000227694	ENSG00000227694.1		RPL23AP74	RPL23AP74
ENSG00000286997	ENSG00000286997.1		AC005856.1	
ENSG00000273982	ENSG00000273982.1		AC005746.3	
ENSG00000267131	ENSG00000267131.1	101927855	AC005746.2	
ENSG00000266934	ENSG00000266934.1		AC005746.1	
ENSG00000267280	ENSG00000267280.5	103689912	TBX2-AS1	TBX2-AS1
ENSG00000121068	ENSG00000121068.14	6909	TBX2	TBX2
ENSG00000187013	ENSG00000187013.4	388407	LINC02875	LINC02875
ENSG00000121075	ENSG00000121075.11	9496	TBX4	TBX4
ENSG00000267137	ENSG00000267137.1		AC005901.1	
ENSG00000253506	ENSG00000253506.3	342538	NACA2	NACA2
ENSG00000136492	ENSG00000136492.9	83990	BRIP1	BRIP1
ENSG00000108506	ENSG00000108506.12	57508	INTS2	INTS2
ENSG00000202361	ENSG00000202361.1		Y_RNA	
ENSG00000108510	ENSG00000108510.10	9969	MED13	MED13
ENSG00000279133	ENSG00000279133.1		AC018628.1	
ENSG00000242398	ENSG00000242398.3		RN7SL800P	RN7SL800P
ENSG00000285879	ENSG00000285879.1		AC018628.2	
ENSG00000200842	ENSG00000200842.1		Y_RNA	
ENSG00000207123	ENSG00000207123.1		Y_RNA	
ENSG00000266066	ENSG00000266066.1		POLRMTP1	POLRMTP1
ENSG00000266365	ENSG00000266365.1		AC053481.3	
ENSG00000266647	ENSG00000266647.1		AC053481.4	
ENSG00000188755	ENSG00000188755.10		TBC1D3P2	TBC1D3P2
ENSG00000263887	ENSG00000263887.7		AC053481.2	
ENSG00000242123	ENSG00000242123.1		AC053481.1	
ENSG00000172421	ENSG00000172421.10	146779	EFCAB3	EFCAB3
ENSG00000239809	ENSG00000239809.1		AC008026.2	
ENSG00000251981	ENSG00000251981.1		RNU7-52P	RNU7-52P
ENSG00000239527	ENSG00000239527.1		RPS23P7	RPS23P7
ENSG00000087995	ENSG00000087995.16	339175	METTL2A	METTL2A
ENSG00000146872	ENSG00000146872.18	11011	TLK2	TLK2
ENSG00000239246	ENSG00000239246.3		AC008026.1	
ENSG00000264546	ENSG00000264546.1		AC008026.3	
ENSG00000277463	ENSG00000277463.1		AC080038.2	
ENSG00000274565	ENSG00000274565.1		AC080038.1	
ENSG00000011028	ENSG00000011028.14	9902	MRC2	MRC2
ENSG00000207382	ENSG00000207382.1		Y_RNA	
ENSG00000279713	ENSG00000279713.1		AC080038.3	
ENSG00000199697	ENSG00000199697.1		RNU6-446P	RNU6-446P
ENSG00000265702	ENSG00000265702.2	105371855	AC005821.1	
ENSG00000173838	ENSG00000173838.12	162333	MARCHF10	MARCHF10
ENSG00000287457	ENSG00000287457.1		AC005821.2	
ENSG00000265000	ENSG00000265000.1	101927877	MARCHF10-DT	MARCHF10-DT
ENSG00000264907	ENSG00000264907.1		PRELID3BP3	PRELID3BP3
ENSG00000283538	ENSG00000283538.3		AC005972.3	
ENSG00000207552	ENSG00000207552.1	693218	MIR633	MIR633
ENSG00000265262	ENSG00000265262.1		TRMT112P3	TRMT112P3
ENSG00000270324	ENSG00000270324.1		AC005972.1	
ENSG00000272164	ENSG00000272164.1		AC005972.2	
ENSG00000170921	ENSG00000170921.15	26115	TANC2	TANC2
ENSG00000272383	ENSG00000272383.1		AC006270.2	
ENSG00000264513	ENSG00000264513.1		AC006270.1	
ENSG00000264529	ENSG00000264529.1		DNAJB6P8	DNAJB6P8
ENSG00000233635	ENSG00000233635.2		AC015923.1	
ENSG00000263501	ENSG00000263501.1		AC005828.2	
ENSG00000271919	ENSG00000271919.1		AC005828.7	
ENSG00000226797	ENSG00000226797.2		AC005828.1	
ENSG00000263644	ENSG00000263644.1		AC005828.3	
ENSG00000271749	ENSG00000271749.1		AC005828.6	
ENSG00000265282	ENSG00000265282.1		AC005828.4	
ENSG00000008283	ENSG00000008283.16	1534	CYB561	CYB561
ENSG00000265971	ENSG00000265971.1		AC005828.5	
ENSG00000228979	ENSG00000228979.4		PPIAP55	PPIAP55
ENSG00000159640	ENSG00000159640.16	1636	ACE	ACE
ENSG00000264813	ENSG00000264813.6		AC113554.1	
ENSG00000224353	ENSG00000224353.2		ACE3P	ACE3P
ENSG00000173826	ENSG00000173826.15	81033	KCNH6	KCNH6
ENSG00000136485	ENSG00000136485.15	10238	DCAF7	DCAF7
ENSG00000200560	ENSG00000200560.1		RNU6-288P	RNU6-288P
ENSG00000136463	ENSG00000136463.8	51204	TACO1	TACO1
ENSG00000270587	ENSG00000270587.1		AC046185.2	
ENSG00000198909	ENSG00000198909.8	4215	MAP3K3	MAP3K3
ENSG00000263883	ENSG00000263883.1		EEF1DP7	EEF1DP7
ENSG00000266173	ENSG00000266173.7	92335	STRADA	STRADA
ENSG00000136490	ENSG00000136490.9	80774	LIMD2	LIMD2
ENSG00000279369	ENSG00000279369.1		AC046185.3	
ENSG00000125695	ENSG00000125695.12		AC046185.1	
ENSG00000108588	ENSG00000108588.14	57003	CCDC47	CCDC47
ENSG00000198231	ENSG00000198231.13	11325	DDX42	DDX42
ENSG00000108592	ENSG00000108592.17	117246	FTSJ3	FTSJ3
ENSG00000087191	ENSG00000087191.13	5705	PSMC5	PSMC5
ENSG00000108604	ENSG00000108604.16	6603	SMARCD2	SMARCD2
ENSG00000240280	ENSG00000240280.7	146771	TCAM1P	TCAM1P
ENSG00000213218	ENSG00000213218.11	1443	CSH2	CSH2
ENSG00000136487	ENSG00000136487.18	2689	GH2	GH2
ENSG00000259533	ENSG00000259533.2		AC040958.1	
ENSG00000136488	ENSG00000136488.15	1442	CSH1	CSH1
ENSG00000259333	ENSG00000259333.1		AC127029.1	
ENSG00000204414	ENSG00000204414.13	1444	CSHL1	CSHL1
ENSG00000259384	ENSG00000259384.7	2688	GH1	GH1
ENSG00000285947	ENSG00000285947.1		AC127029.3	
ENSG00000007312	ENSG00000007312.13	974	CD79B	CD79B
ENSG00000007314	ENSG00000007314.12	6329	SCN4A	SCN4A
ENSG00000263489	ENSG00000263489.1		AC127029.2	
ENSG00000264954	ENSG00000264954.2	400612	PRR29-AS1	PRR29-AS1
ENSG00000224383	ENSG00000224383.8	92340	PRR29	PRR29
ENSG00000108622	ENSG00000108622.11	3384	ICAM2	ICAM2
ENSG00000178607	ENSG00000178607.16	2081	ERN1	ERN1
ENSG00000286629	ENSG00000286629.1		AC005803.1	
ENSG00000266402	ENSG00000266402.3		SNHG25	SNHG25
ENSG00000199753	ENSG00000199753.1		SNORD104	SNORD104
ENSG00000281311	ENSG00000281311.1		AC025362.1	
ENSG00000277887	ENSG00000277887.1	677842	SNORA50C	SNORA50C
ENSG00000136478	ENSG00000136478.8	55852	TEX2	TEX2
ENSG00000256358	ENSG00000256358.1		RPL31P57	RPL31P57
ENSG00000261371	ENSG00000261371.6	5175	PECAM1	PECAM1
ENSG00000239823	ENSG00000239823.2		Y_RNA	
ENSG00000265031	ENSG00000265031.1		AC234063.1	
ENSG00000271605	ENSG00000271605.6	284021	MILR1	MILR1
ENSG00000256525	ENSG00000256525.8	11232	POLG2	POLG2
ENSG00000256826	ENSG00000256826.1		ATP5MFP4	ATP5MFP4
ENSG00000108654	ENSG00000108654.15	1655	DDX5	DDX5
ENSG00000284564	ENSG00000284564.1	100616387	MIR3064	MIR3064
ENSG00000284368	ENSG00000284368.1	100616408	MIR5047	MIR5047
ENSG00000258890	ENSG00000258890.7	90799	CEP95	CEP95
ENSG00000108854	ENSG00000108854.16	64750	SMURF2	SMURF2
ENSG00000271779	ENSG00000271779.1		AC009994.1	
ENSG00000270714	ENSG00000270714.1		MICOS10P2	MICOS10P2
ENSG00000215769	ENSG00000215769.8	109286553	ARHGAP27P1-BPTFP1-KPNA2P3	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000266820	ENSG00000266820.1		KPNA2P3	KPNA2P3
ENSG00000265298	ENSG00000265298.1		AC132812.1	
ENSG00000263647	ENSG00000263647.1		BPTFP1	BPTFP1
ENSG00000265982	ENSG00000265982.1		AC103810.3	
ENSG00000214176	ENSG00000214176.9		PLEKHM1P1	PLEKHM1P1
ENSG00000278581	ENSG00000278581.1	102464831	MIR6080	MIR6080
ENSG00000284172	ENSG00000284172.1	100422961	MIR4315-2	MIR4315-2
ENSG00000252242	ENSG00000252242.1		RNU7-115P	RNU7-115P
ENSG00000272400	ENSG00000272400.1		AC103810.9	
ENSG00000176809	ENSG00000176809.10	374819	LRRC37A3	LRRC37A3
ENSG00000264840	ENSG00000264840.1		RN7SL404P	RN7SL404P
ENSG00000272134	ENSG00000272134.1		AC103810.6	
ENSG00000272220	ENSG00000272220.1		AC103810.7	
ENSG00000265218	ENSG00000265218.1		AC103810.2	
ENSG00000266644	ENSG00000266644.1		AC103810.5	
ENSG00000271974	ENSG00000271974.1		RDM1P4	RDM1P4
ENSG00000264057	ENSG00000264057.1		AC103810.1	
ENSG00000266155	ENSG00000266155.2		AC103810.4	
ENSG00000280299	ENSG00000280299.1		AC037487.4	
ENSG00000272346	ENSG00000272346.2		AC103810.8	
ENSG00000265912	ENSG00000265912.1		AC037487.1	
ENSG00000272006	ENSG00000272006.1		AC037487.3	
ENSG00000232457	ENSG00000232457.4		SLC16A6P1	SLC16A6P1
ENSG00000214174	ENSG00000214174.8	201283	AMZ2P1	AMZ2P1
ENSG00000120063	ENSG00000120063.10	10672	GNA13	GNA13
ENSG00000266598	ENSG00000266598.1		AC037487.2	
ENSG00000108370	ENSG00000108370.17	8787	RGS9	RGS9
ENSG00000265883	ENSG00000265883.1		AC060771.1	
ENSG00000263520	ENSG00000263520.1	105827617	LINC02563	LINC02563
ENSG00000168646	ENSG00000168646.13	8313	AXIN2	AXIN2
ENSG00000266076	ENSG00000266076.1		AC004805.1	
ENSG00000154240	ENSG00000154240.17	201134	CEP112	CEP112
ENSG00000271587	ENSG00000271587.1		AC004805.3	
ENSG00000270870	ENSG00000270870.1		AC004805.2	
ENSG00000266707	ENSG00000266707.1		PSMD7P1	PSMD7P1
ENSG00000091583	ENSG00000091583.11	350	APOH	APOH
ENSG00000252653	ENSG00000252653.1		RNA5SP444	RNA5SP444
ENSG00000284242	ENSG00000284242.1		AC009452.1	
ENSG00000154229	ENSG00000154229.12	5578	PRKCA	PRKCA
ENSG00000244044	ENSG00000244044.3		RN7SL735P	RN7SL735P
ENSG00000264630	ENSG00000264630.5		PRKCA-AS1	PRKCA-AS1
ENSG00000252685	ENSG00000252685.1		RNU6-928P	RNU6-928P
ENSG00000251698	ENSG00000251698.1		RNA5SP445	RNA5SP445
ENSG00000229330	ENSG00000229330.2		AC006947.1	
ENSG00000207943	ENSG00000207943.1	693219	MIR634	MIR634
ENSG00000075429	ENSG00000075429.9	27091	CACNG5	CACNG5
ENSG00000251764	ENSG00000251764.1		RNA5SP446	RNA5SP446
ENSG00000075461	ENSG00000075461.6	27092	CACNG4	CACNG4
ENSG00000264491	ENSG00000264491.1		AC005544.1	
ENSG00000265664	ENSG00000265664.1		AC005544.2	
ENSG00000108878	ENSG00000108878.5	786	CACNG1	CACNG1
ENSG00000198265	ENSG00000198265.12	9931	HELZ	HELZ
ENSG00000264421	ENSG00000264421.1		AC007448.3	
ENSG00000213180	ENSG00000213180.4		RPL36AP48	RPL36AP48
ENSG00000285877	ENSG00000285877.1		AC007448.5	
ENSG00000266473	ENSG00000266473.1		AC007448.4	
ENSG00000200619	ENSG00000200619.1		RNA5SP447	RNA5SP447
ENSG00000207410	ENSG00000207410.1		AC007448.1	
ENSG00000264093	ENSG00000264093.1		AC007448.2	
ENSG00000197170	ENSG00000197170.10	5718	PSMD12	PSMD12
ENSG00000154217	ENSG00000154217.15	26207	PITPNC1	PITPNC1
ENSG00000201547	ENSG00000201547.1		Y_RNA	
ENSG00000244610	ENSG00000244610.3		RN7SL756P	RN7SL756P
ENSG00000263690	ENSG00000263690.2	693131	MIR548D2	MIR548D2
ENSG00000207688	ENSG00000207688.2	100500895	MIR548AA2	MIR548AA2
ENSG00000264754	ENSG00000264754.1		AC110921.1	
ENSG00000279917	ENSG00000279917.1		AC079331.2	
ENSG00000279361	ENSG00000279361.1		AC079331.1	
ENSG00000288109	ENSG00000288109.1		AC079331.3	
ENSG00000130935	ENSG00000130935.10	25926	NOL11	NOL11
ENSG00000200394	ENSG00000200394.1	100124536	SNORA38B	SNORA38B
ENSG00000266858	ENSG00000266858.1		RPSAP67	RPSAP67
ENSG00000213179	ENSG00000213179.4		RPL17P41	RPL17P41
ENSG00000171634	ENSG00000171634.18	2186	BPTF	BPTF
ENSG00000266717	ENSG00000266717.1		AC134407.1	
ENSG00000279573	ENSG00000279573.1		AC134407.2	
ENSG00000279880	ENSG00000279880.1		AC134407.3	
ENSG00000265052	ENSG00000265052.2		RN7SL622P	RN7SL622P
ENSG00000186665	ENSG00000186665.9	284018	C17orf58	C17orf58
ENSG00000182481	ENSG00000182481.9	3838	KPNA2	KPNA2
ENSG00000266117	ENSG00000266117.1		FBXO36P1	FBXO36P1
ENSG00000265055	ENSG00000265055.2		AC145343.1	
ENSG00000237854	ENSG00000237854.3		LINC00674	LINC00674
ENSG00000267023	ENSG00000267023.5		LRRC37A16P	LRRC37A16P
ENSG00000278730	ENSG00000278730.1		AC005332.6	
ENSG00000274561	ENSG00000274561.1		AC005332.3	
ENSG00000277476	ENSG00000277476.1		AC005332.5	
ENSG00000267352	ENSG00000267352.1		SH3GL1P3	SH3GL1P3
ENSG00000267708	ENSG00000267708.1		RDM1P3	RDM1P3
ENSG00000278740	ENSG00000278740.1		AC005332.7	
ENSG00000267731	ENSG00000267731.1		AC005332.2	
ENSG00000267472	ENSG00000267472.1		ARHGAP27P2	ARHGAP27P2
ENSG00000274712	ENSG00000274712.2		AC005332.4	
ENSG00000196704	ENSG00000196704.13	51321	AMZ2	AMZ2
ENSG00000265100	ENSG00000265100.1		AC005332.1	
ENSG00000141337	ENSG00000141337.12	22901	ARSG	ARSG
ENSG00000108932	ENSG00000108932.12	9120	SLC16A6	SLC16A6
ENSG00000267009	ENSG00000267009.6		AC007780.1	
ENSG00000070540	ENSG00000070540.13	55062	WIPI1	WIPI1
ENSG00000207561	ENSG00000207561.1	693220	MIR635	MIR635
ENSG00000108946	ENSG00000108946.15	5573	PRKAR1A	PRKAR1A
ENSG00000108950	ENSG00000108950.12	54757	FAM20A	FAM20A
ENSG00000267461	ENSG00000267461.1		AC079210.1	
ENSG00000267659	ENSG00000267659.5	101928104	LINC01482	LINC01482
ENSG00000283376	ENSG00000283376.1		AC011591.2	
ENSG00000267250	ENSG00000267250.1		AC011591.1	
ENSG00000141338	ENSG00000141338.14	10351	ABCA8	ABCA8
ENSG00000231749	ENSG00000231749.3	104355297	ABCA9-AS1	ABCA9-AS1
ENSG00000154258	ENSG00000154258.17	10350	ABCA9	ABCA9
ENSG00000154262	ENSG00000154262.13	23460	ABCA6	ABCA6
ENSG00000267361	ENSG00000267361.1		SEC24AP1	SEC24AP1
ENSG00000265331	ENSG00000265331.1	100847008	MIR4524B	MIR4524B
ENSG00000283385	ENSG00000283385.1	100616316	MIR4524A	MIR4524A
ENSG00000154263	ENSG00000154263.17	10349	ABCA10	ABCA10
ENSG00000278873	ENSG00000278873.1	100133319	PRO1804	
ENSG00000285931	ENSG00000285931.1		AC005495.1	
ENSG00000154265	ENSG00000154265.16	23461	ABCA5	ABCA5
ENSG00000267203	ENSG00000267203.1		SNRPGP4	SNRPGP4
ENSG00000252352	ENSG00000252352.1		AC115085.1	
ENSG00000108984	ENSG00000108984.15	5608	MAP2K6	MAP2K6
ENSG00000278972	ENSG00000278972.1		AC015920.1	
ENSG00000267653	ENSG00000267653.1		AC002546.1	
ENSG00000227517	ENSG00000227517.7		LINC01483	LINC01483
ENSG00000267184	ENSG00000267184.1		AC002545.1	
ENSG00000237560	ENSG00000237560.7	102723487	LINC01497	LINC01497
ENSG00000199801	ENSG00000199801.1		Y_RNA	
ENSG00000230258	ENSG00000230258.6		AC005208.1	
ENSG00000267603	ENSG00000267603.1	101928141	LINC01028	LINC01028
ENSG00000153822	ENSG00000153822.13	3773	KCNJ16	KCNJ16
ENSG00000267365	ENSG00000267365.1	400617	KCNJ2-AS1	KCNJ2-AS1
ENSG00000123700	ENSG00000123700.5	3759	KCNJ2	KCNJ2
ENSG00000267170	ENSG00000267170.1		CALM2P1	CALM2P1
ENSG00000267109	ENSG00000267109.1		AC011990.1	
ENSG00000267471	ENSG00000267471.1		AC005771.1	
ENSG00000271239	ENSG00000271239.1		AC007423.1	
ENSG00000271101	ENSG00000271101.1		AC005181.1	
ENSG00000260785	ENSG00000260785.2	101928165	CASC17	CASC17
ENSG00000238759	ENSG00000238759.1		RNU7-155P	RNU7-155P
ENSG00000225818	ENSG00000225818.1		AC118653.1	
ENSG00000228118	ENSG00000228118.3		MYL6P5	MYL6P5
ENSG00000286387	ENSG00000286387.1		AC007432.1	
ENSG00000283517	ENSG00000283517.1		AC005144.1	
ENSG00000228639	ENSG00000228639.8		ROCR	ROCR
ENSG00000256124	ENSG00000256124.6	102606463	LINC01152	LINC01152
ENSG00000288605	ENSG00000288605.1		AC007461.1	
ENSG00000234899	ENSG00000234899.11	400618	SOX9-AS1	SOX9-AS1
ENSG00000226101	ENSG00000226101.2	101928205	LINC02097	LINC02097
ENSG00000125398	ENSG00000125398.8	6662	SOX9	SOX9
ENSG00000227036	ENSG00000227036.8	400619	LINC00511	LINC00511
ENSG00000227036	ENSG00000227036.8	100499467	LINC00511	LINC00511
ENSG00000264026	ENSG00000264026.2	146795	LINC02003	LINC02003
ENSG00000263680	ENSG00000263680.2		AC007639.1	
ENSG00000243514	ENSG00000243514.2		RPL32P33	RPL32P33
ENSG00000263893	ENSG00000263893.2		AC080037.2	
ENSG00000133195	ENSG00000133195.11	201266	SLC39A11	SLC39A11
ENSG00000200783	ENSG00000200783.1		RN7SKP180	RN7SKP180
ENSG00000252274	ENSG00000252274.1		AC080037.1	
ENSG00000264196	ENSG00000264196.1		AC011120.1	
ENSG00000266501	ENSG00000266501.1		AC025198.1	
ENSG00000265469	ENSG00000265469.1		POLR3KP2	POLR3KP2
ENSG00000264860	ENSG00000264860.1		AC097641.1	
ENSG00000180616	ENSG00000180616.9	6752	SSTR2	SSTR2
ENSG00000166685	ENSG00000166685.12	9382	COG1	COG1
ENSG00000277728	ENSG00000277728.1		AC097641.2	
ENSG00000133193	ENSG00000133193.12	84923	FAM104A	FAM104A
ENSG00000141219	ENSG00000141219.15	55028	C17orf80	C17orf80
ENSG00000265010	ENSG00000265010.1		AC087301.1	
ENSG00000187959	ENSG00000187959.9	642843	CPSF4L	CPSF4L
ENSG00000179604	ENSG00000179604.10	23580	CDC42EP4	CDC42EP4
ENSG00000069188	ENSG00000069188.17	54549	SDK2	SDK2
ENSG00000264985	ENSG00000264985.4	101928251	AC124804.1	
ENSG00000264750	ENSG00000264750.1		AC032019.1	
ENSG00000265935	ENSG00000265935.1		AC032019.2	
ENSG00000263574	ENSG00000263574.2	100134391	AC125421.1	
ENSG00000177338	ENSG00000177338.14		LINC00469	LINC00469
ENSG00000234721	ENSG00000234721.3	400620	LINC02092	LINC02092
ENSG00000265927	ENSG00000265927.1		AC125421.2	
ENSG00000266765	ENSG00000266765.1		AC137735.1	
ENSG00000288006	ENSG00000288006.1		AC137735.3	
ENSG00000285648	ENSG00000285648.1		AC137735.2	
ENSG00000266357	ENSG00000266357.6		LINC02074	LINC02074
ENSG00000172809	ENSG00000172809.13	6169	RPL38	RPL38
ENSG00000246731	ENSG00000246731.3	85001	MGC16275	
ENSG00000141540	ENSG00000141540.11	94015	TTYH2	TTYH2
ENSG00000264272	ENSG00000264272.1		AC100786.1	
ENSG00000171595	ENSG00000171595.14	64446	DNAI2	DNAI2
ENSG00000266106	ENSG00000266106.1		AC103809.1	
ENSG00000196169	ENSG00000196169.15	124602	KIF19	KIF19
ENSG00000204347	ENSG00000204347.4	388419	BTBD17	BTBD17
ENSG00000257008	ENSG00000257008.6	350383	GPR142	GPR142
ENSG00000200021	ENSG00000200021.1		RNA5SP448	RNA5SP448
ENSG00000170412	ENSG00000170412.18	55890	GPRC5C	GPRC5C
ENSG00000167851	ENSG00000167851.15	11314	CD300A	CD300A
ENSG00000178789	ENSG00000178789.9	124599	CD300LB	CD300LB
ENSG00000167850	ENSG00000167850.4	10871	CD300C	CD300C
ENSG00000236770	ENSG00000236770.1		AC079325.1	
ENSG00000284690	ENSG00000284690.3	100130520	CD300H	CD300H
ENSG00000204345	ENSG00000204345.1	100131439	CD300LD	CD300LD
ENSG00000182352	ENSG00000182352.8	146723	C17orf77	C17orf77
ENSG00000261222	ENSG00000261222.3		AC064805.1	
ENSG00000186407	ENSG00000186407.7	342510	CD300E	CD300E
ENSG00000264659	ENSG00000264659.2		AC064805.2	
ENSG00000172794	ENSG00000172794.20	326624	RAB37	RAB37
ENSG00000186074	ENSG00000186074.19	146722	CD300LF	CD300LF
ENSG00000266036	ENSG00000266036.1		AC016888.1	
ENSG00000284186	ENSG00000284186.1	100500847	MIR3615	MIR3615
ENSG00000109062	ENSG00000109062.12	9368	SLC9A3R1	SLC9A3R1
ENSG00000109065	ENSG00000109065.12	26151	NAT9	NAT9
ENSG00000109066	ENSG00000109066.14	54868	TMEM104	TMEM104
ENSG00000161509	ENSG00000161509.14	2905	GRIN2C	GRIN2C
ENSG00000161513	ENSG00000161513.12	2232	FDXR	FDXR
ENSG00000172782	ENSG00000172782.12	283985	FADS6	FADS6
ENSG00000182040	ENSG00000182040.9	124590	USH1G	USH1G
ENSG00000183034	ENSG00000183034.13	92736	OTOP2	OTOP2
ENSG00000182938	ENSG00000182938.7	347741	OTOP3	OTOP3
ENSG00000167861	ENSG00000167861.16	283987	HID1	HID1
ENSG00000263586	ENSG00000263586.1	102723641	HID1-AS1	HID1-AS1
ENSG00000109089	ENSG00000109089.7	30850	CDR2L	CDR2L
ENSG00000167862	ENSG00000167862.10	3396	MRPL58	MRPL58
ENSG00000252545	ENSG00000252545.1		RNU6-362P	RNU6-362P
ENSG00000180901	ENSG00000180901.11	23510	KCTD2	KCTD2
ENSG00000167863	ENSG00000167863.12	10476	ATP5PD	ATP5PD
ENSG00000239607	ENSG00000239607.3		RN7SL573P	RN7SL573P
ENSG00000270993	ENSG00000270993.1		AC111186.1	
ENSG00000232724	ENSG00000232724.1		TRIM80P	TRIM80P
ENSG00000170190	ENSG00000170190.16	9121	SLC16A5	SLC16A5
ENSG00000206713	ENSG00000206713.1		Y_RNA	
